"Date","Death_cause","Parish"
1630-05-01,"Plague","S. Stefano in Brolo"
1630-05-02,"Not_plague","S. Babila"
1630-05-02,"Not_plague","S. Babila"
1630-05-02,"Not_plague","S. Babila"
1630-05-02,"Not_plague","S. Eufemia"
1630-05-02,"Not_plague","S. Giorgio al Palazzo"
1630-05-02,"Not_plague","S. Lorenzo"
1630-05-02,"Not_plague","S. Lorenzo"
1630-05-02,"Not_plague","S. Maria alla Porta"
1630-05-02,"Not_plague","S. Maria alla Porta"
1630-05-02,"Not_plague","S. Maria della Passerella"
1630-05-02,"Not_plague","S. Martino al Corpo"
1630-05-02,"Not_plague","S. Nazaro alla Barona"
1630-05-02,"Plague","S. Babila"
1630-05-02,"Plague","S. Babila"
1630-05-02,"Plague","S. Babila"
1630-05-02,"Plague","S. Babila"
1630-05-02,"Plague","S. Bartolomeo"
1630-05-02,"Plague","S. Bartolomeo"
1630-05-02,"Plague","S. Stefano in Brolo"
1630-05-03,"Not_plague","S. Babila"
1630-05-03,"Not_plague","S. Bartolomeo"
1630-05-03,"Not_plague","S. Bartolomeo"
1630-05-03,"Not_plague","S. Eufemia"
1630-05-03,"Not_plague","S. Giorgio"
1630-05-03,"Not_plague","S. Lorenzo"
1630-05-03,"Not_plague","S. Maria di Calvairate"
1630-05-03,"Not_plague","S. Pietro in Caminadella"
1630-05-03,"Not_plague","S. Pietro in Caminadella"
1630-05-03,"Not_plague","S. Protaso in Campo foris"
1630-05-03,"Not_plague","S. Tommaso in Terramara"
1630-05-03,"Plague","S. Babila"
1630-05-03,"Plague","S. Babila"
1630-05-03,"Plague","S. Babila"
1630-05-03,"Plague","S. Nazaro in Brolo"
1630-05-04,"Not_plague","S. Babila"
1630-05-04,"Not_plague","S. Babila"
1630-05-04,"Not_plague","S. Babila"
1630-05-04,"Not_plague","S. Carpoforo"
1630-05-04,"Not_plague","S. Carpoforo"
1630-05-04,"Not_plague","S. Eusebio"
1630-05-04,"Not_plague","S. Maria della Passerella"
1630-05-04,"Not_plague","S. Nazaro in Brolo"
1630-05-04,"Not_plague","S. Nicolao"
1630-05-04,"Not_plague","S. Pietro in Sala"
1630-05-04,"Not_plague","S. Protaso ad Monachos"
1630-05-04,"Not_plague","S. Satiro"
1630-05-04,"Not_plague","S. Simpliciano"
1630-05-04,"Not_plague","S. Stefano in Brolo"
1630-05-04,"Not_plague","S. Stefano in Brolo"
1630-05-04,"Plague","S. Babila"
1630-05-04,"Plague","S. Babila"
1630-05-04,"Plague","S. Babila"
1630-05-04,"Plague","S. Babila"
1630-05-04,"Plague","S. Babila"
1630-05-04,"Plague","S. Babila"
1630-05-04,"Plague","S. Babila"
1630-05-04,"Plague","S. Babila"
1630-05-04,"Plague","S. Simpliciano"
1630-05-04,"Plague","S. Stefano in Brolo"
1630-05-04,"Plague","S. Stefano in Burgundia"
1630-05-05,"Not_plague","S. Babila"
1630-05-05,"Not_plague","S. Babila"
1630-05-05,"Not_plague","S. Babila"
1630-05-05,"Not_plague","S. Carpoforo"
1630-05-05,"Not_plague","S. Eufemia"
1630-05-05,"Not_plague","S. Gottardo"
1630-05-05,"Not_plague","S. Gottardo"
1630-05-05,"Not_plague","S. Michele al Gallo"
1630-05-05,"Not_plague","S. Nazaro in Brolo"
1630-05-05,"Not_plague","S. Pietro in Caminadella"
1630-05-05,"Not_plague","S. Rocco"
1630-05-05,"Not_plague","S. Stefano in Brolo"
1630-05-05,"Not_plague","S. Vincenzo in Prato"
1630-05-05,"Not_plague","S. Vittore al Teatro"
1630-05-05,"Plague","S. Babila"
1630-05-05,"Plague","S. Babila"
1630-05-05,"Plague","S. Babila"
1630-05-05,"Plague","S. Babila"
1630-05-05,"Plague","S. Bartolomeo"
1630-05-05,"Plague","S. Lorenzo"
1630-05-05,"Plague","S. Marcellino"
1630-05-05,"Plague","S. Maria della Passerella"
1630-05-05,"Plague","S. Stefano in Brolo"
1630-05-06,"Not_plague","S. Babila"
1630-05-06,"Not_plague","S. Babila"
1630-05-06,"Not_plague","S. Bartolomeo"
1630-05-06,"Not_plague","S. Bartolomeo"
1630-05-06,"Not_plague","S. Calimero"
1630-05-06,"Not_plague","S. Carpoforo"
1630-05-06,"Not_plague","S. Cosma e Damiano"
1630-05-06,"Not_plague","S. Lorenzo"
1630-05-06,"Not_plague","S. Lorenzo"
1630-05-06,"Not_plague","S. Maria Beltrade"
1630-05-06,"Not_plague","S. Michele al Gallo"
1630-05-06,"Not_plague","S. Michele al Gallo"
1630-05-06,"Not_plague","S. Nazaro in Brolo"
1630-05-06,"Not_plague","S. Protaso in Campo foris"
1630-05-06,"Not_plague","S. Simpliciano"
1630-05-06,"Not_plague","S. Stefano in Brolo"
1630-05-06,"Not_plague","S. Stefano in Nosiggia"
1630-05-06,"Not_plague","S. Tecla"
1630-05-06,"Not_plague","S. Tecla"
1630-05-06,"Not_plague","S. Tommaso in Terramara"
1630-05-06,"Not_plague","S. Tommaso in Terramara"
1630-05-06,"Not_plague","S. Vittore al Teatro"
1630-05-06,"Plague","S. Babila"
1630-05-06,"Plague","S. Babila"
1630-05-06,"Plague","S. Babila"
1630-05-06,"Plague","S. Babila"
1630-05-06,"Plague","S. Babila"
1630-05-06,"Plague","S. Babila"
1630-05-06,"Plague","S. Babila"
1630-05-06,"Plague","S. Babila"
1630-05-06,"Plague","S. Babila"
1630-05-06,"Plague","S. Maria della Passerella"
1630-05-06,"Plague","S. Pietro in Caminadella"
1630-05-06,"Plague","S. Pietro in Caminadella"
1630-05-06,"Plague","S. Protaso in Campo foris"
1630-05-06,"Plague","S. Stefano in Brolo"
1630-05-06,"Plague","S. Stefano in Brolo"
1630-05-06,"Plague","S. Stefano in Nosiggia"
1630-05-06,"Plague","S. Vito in Pasquirolo"
1630-05-07,"Not_plague","S. Babila"
1630-05-07,"Not_plague","S. Bartolomeo"
1630-05-07,"Not_plague","S. Gottardo"
1630-05-07,"Not_plague","S. Lorenzo"
1630-05-07,"Not_plague","S. Maria Beltrade"
1630-05-07,"Not_plague","S. Maria Podone"
1630-05-07,"Not_plague","S. Maria Segreta"
1630-05-07,"Not_plague","S. Pietro con la Rete"
1630-05-07,"Not_plague","S. Simpliciano"
1630-05-07,"Not_plague","S. Tecla"
1630-05-07,"Not_plague","S. Tecla"
1630-05-07,"Not_plague","S. Tommaso in Terramara"
1630-05-07,"Plague","S. Babila"
1630-05-07,"Plague","S. Babila"
1630-05-07,"Plague","S. Babila"
1630-05-07,"Plague","S. Babila"
1630-05-07,"Plague","S. Babila"
1630-05-07,"Plague","S. Babila"
1630-05-07,"Plague","S. Babila"
1630-05-07,"Plague","S. Babila"
1630-05-07,"Plague","S. Bartolomeo"
1630-05-07,"Plague","S. Maria della Passerella"
1630-05-07,"Plague","S. Stefano in Brolo"
1630-05-08,"Not_plague","S. Cosma e Damiano"
1630-05-08,"Not_plague","S. Lorenzo"
1630-05-08,"Not_plague","S. Nazaro in Brolo"
1630-05-08,"Not_plague","S. Pietro con la Rete"
1630-05-08,"Not_plague","S. Protaso ad Monachos"
1630-05-08,"Not_plague","S. Satiro"
1630-05-08,"Not_plague","S. Satiro"
1630-05-08,"Not_plague","S. Simpliciano"
1630-05-08,"Not_plague","S. Stefano in Brolo"
1630-05-08,"Not_plague","S. Stefano in Nosiggia"
1630-05-08,"Not_plague",NA
1630-05-08,"Plague","S. Babila"
1630-05-08,"Plague","S. Babila"
1630-05-08,"Plague","S. Babila"
1630-05-08,"Plague","S. Babila"
1630-05-08,"Plague","S. Babila"
1630-05-08,"Plague","S. Carpoforo"
1630-05-08,"Plague","S. Maria al Circo"
1630-05-08,"Plague","S. Maria al Circo"
1630-05-08,"Plague","S. Stefano in Brolo"
1630-05-08,"Plague","S. Stefano in Brolo"
1630-05-08,"Plague","S. Stefano in Brolo"
1630-05-08,"Plague","S. Vincenzo in Prato"
1630-05-09,"Not_plague","S. Babila"
1630-05-09,"Not_plague","S. Babila"
1630-05-09,"Not_plague","S. Bartolomeo"
1630-05-09,"Not_plague","S. Gottardo"
1630-05-09,"Not_plague","S. Maria Segreta"
1630-05-09,"Not_plague","S. Simpliciano"
1630-05-09,"Not_plague","S. Simpliciano"
1630-05-09,"Not_plague","S. Stefano in Brolo"
1630-05-09,"Not_plague","S. Stefano in Brolo"
1630-05-09,"Plague","S. Babila"
1630-05-09,"Plague","S. Babila"
1630-05-09,"Plague","S. Babila"
1630-05-09,"Plague","S. Babila"
1630-05-09,"Plague","S. Calimero"
1630-05-09,"Plague","S. Pietro in Caminadella"
1630-05-09,"Plague","S. Stefano in Brolo"
1630-05-09,"Plague","S. Stefano in Brolo"
1630-05-09,"Plague","S. Tommaso in Terramara"
1630-05-10,"Not_plague","S. Babila"
1630-05-10,"Not_plague","S. Babila"
1630-05-10,"Not_plague","S. Bartolomeo"
1630-05-10,"Not_plague","S. Bartolomeo"
1630-05-10,"Not_plague","S. Bartolomeo"
1630-05-10,"Not_plague","S. Eufemia"
1630-05-10,"Not_plague","S. Lorenzo"
1630-05-10,"Not_plague","S. Lorenzo"
1630-05-10,"Not_plague","S. Lorenzo"
1630-05-10,"Not_plague","S. Marcellino"
1630-05-10,"Not_plague","S. Marcellino"
1630-05-10,"Not_plague","S. Maria Beltrade"
1630-05-10,"Not_plague","S. Protaso in Campo foris"
1630-05-10,"Not_plague","S. Rocco"
1630-05-10,"Not_plague","S. Satiro"
1630-05-10,"Not_plague","S. Sebastiano"
1630-05-10,"Not_plague","S. Simpliciano"
1630-05-10,"Not_plague","S. Simpliciano"
1630-05-10,"Not_plague","S. Simpliciano"
1630-05-10,"Not_plague","S. Simpliciano"
1630-05-10,"Not_plague","S. Simpliciano"
1630-05-10,"Not_plague","S. Sisto"
1630-05-10,"Not_plague","S. Stefano in Brolo"
1630-05-10,"Not_plague","S. Stefano in Brolo"
1630-05-10,"Not_plague","S. Tecla"
1630-05-10,"Not_plague","S. Tecla"
1630-05-10,"Not_plague","S. Vincenzo in Prato"
1630-05-10,"Not_plague","S. Vittore al Teatro"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Babila"
1630-05-10,"Plague","S. Bartolomeo"
1630-05-10,"Plague","S. Bartolomeo"
1630-05-10,"Plague","S. Bartolomeo"
1630-05-10,"Plague","S. Gottardo"
1630-05-10,"Plague","S. Gottardo"
1630-05-10,"Plague","S. Lorenzo"
1630-05-10,"Plague","S. Maria alla Porta"
1630-05-10,"Plague","S. Nazaro in Brolo"
1630-05-10,"Plague","S. Pietro con la Rete"
1630-05-10,"Plague","S. Pietro con la Rete"
1630-05-10,"Plague","S. Pietro con la Rete"
1630-05-10,"Plague","S. Protaso in Campo foris"
1630-05-10,"Plague","S. Sebastiano"
1630-05-10,"Plague","S. Simpliciano"
1630-05-10,"Plague","S. Simpliciano"
1630-05-10,"Plague","S. Simpliciano"
1630-05-10,"Plague","S. Stefano in Brolo"
1630-05-10,"Plague","S. Stefano in Brolo"
1630-05-10,"Plague","S. Stefano in Brolo"
1630-05-11,"Not_plague","S. Bartolomeo"
1630-05-11,"Not_plague","S. Giorgio al Palazzo"
1630-05-11,"Not_plague","S. Gottardo"
1630-05-11,"Not_plague","S. Gottardo"
1630-05-11,"Not_plague","S. Lorenzo"
1630-05-11,"Not_plague","S. Lorenzo"
1630-05-11,"Not_plague","S. Marcellino"
1630-05-11,"Not_plague","S. Marcellino"
1630-05-11,"Not_plague","S. Maria alla Porta"
1630-05-11,"Not_plague","S. Pietro alla Vigna"
1630-05-11,"Not_plague","S. Primo"
1630-05-11,"Not_plague","S. Rocco"
1630-05-11,"Not_plague","S. Rocco"
1630-05-11,"Not_plague","S. Satiro"
1630-05-11,"Not_plague","S. Simpliciano"
1630-05-11,"Not_plague","S. Simpliciano"
1630-05-11,"Not_plague","S. Simpliciano"
1630-05-11,"Not_plague","S. Simpliciano"
1630-05-11,"Not_plague","S. Simpliciano"
1630-05-11,"Not_plague","S. Simpliciano"
1630-05-11,"Not_plague","S. Stefano in Brolo"
1630-05-11,"Not_plague","S. Vincenzo in Prato"
1630-05-11,"Plague","S. Babila"
1630-05-11,"Plague","S. Babila"
1630-05-11,"Plague","S. Babila"
1630-05-11,"Plague","S. Babila"
1630-05-11,"Plague","S. Protaso"
1630-05-11,"Plague","S. Simpliciano"
1630-05-11,"Plague","S. Stefano in Brolo"
1630-05-11,"Plague","S. Stefano in Brolo"
1630-05-11,"Plague","S. Stefano in Brolo"
1630-05-11,"Plague","S. Tommaso in Terramara"
1630-05-12,"Not_plague","S. Andrea"
1630-05-12,"Not_plague","S. Andrea"
1630-05-12,"Not_plague","S. Giorgio"
1630-05-12,"Not_plague","S. Giorgio"
1630-05-12,"Not_plague","S. Giovanni sul Muro"
1630-05-12,"Not_plague","S. Gottardo"
1630-05-12,"Not_plague","S. Lorenzo"
1630-05-12,"Not_plague","S. Maria alla Porta"
1630-05-12,"Not_plague","S. Maria Beltrade"
1630-05-12,"Not_plague","S. Nazaro in Brolo"
1630-05-12,"Not_plague","S. Pietro alla Vigna"
1630-05-12,"Not_plague","S. Stefano in Brolo"
1630-05-12,"Not_plague","S. Stefano in Brolo"
1630-05-12,"Not_plague","S. Vito al Carobbio"
1630-05-12,"Plague","S. Bartolomeo"
1630-05-12,"Plague","S. Bartolomeo"
1630-05-12,"Plague","S. Maria alla Porta"
1630-05-12,"Plague","S. Maria alla Porta"
1630-05-12,"Plague","S. Nazaro in Brolo"
1630-05-12,"Plague","S. Pietro in Caminadella"
1630-05-12,"Plague","S. Protaso in Campo foris"
1630-05-12,"Plague","S. Protaso in Campo foris"
1630-05-12,"Plague","S. Protaso in Campo foris"
1630-05-12,"Plague","S. Protaso in Campo foris"
1630-05-12,"Plague","S. Protaso in Campo foris"
1630-05-12,"Plague","S. Satiro"
1630-05-12,"Plague","S. Simpliciano"
1630-05-12,"Plague","S. Stefano in Brolo"
1630-05-12,"Plague","S. Stefano in Brolo"
1630-05-12,"Plague","S. Stefano in Brolo"
1630-05-12,"Plague","S. Stefano in Brolo"
1630-05-13,"Not_plague","S. Babila"
1630-05-13,"Not_plague","S. Babila"
1630-05-13,"Not_plague","S. Carpoforo"
1630-05-13,"Not_plague","S. Donnino alla Mazza"
1630-05-13,"Not_plague","S. Giorgio al Palazzo"
1630-05-13,"Not_plague","S. Gottardo"
1630-05-13,"Not_plague","S. Maria alla Porta"
1630-05-13,"Not_plague","S. Maria alla Porta"
1630-05-13,"Not_plague","S. Martino al Corpo"
1630-05-13,"Not_plague","S. Martino al Corpo"
1630-05-13,"Not_plague","S. Martino al Corpo"
1630-05-13,"Not_plague","S. Nazaro in Brolo"
1630-05-13,"Not_plague","S. Pietro in Sala"
1630-05-13,"Not_plague","S. Pietro in Sala"
1630-05-13,"Not_plague","S. Protaso in Campo foris"
1630-05-13,"Not_plague","S. Simpliciano"
1630-05-13,"Not_plague","S. Simpliciano"
1630-05-13,"Not_plague","S. Stefano in Brolo"
1630-05-13,"Not_plague","S. Stefano in Brolo"
1630-05-13,"Not_plague","S. Stefano in Brolo"
1630-05-13,"Not_plague","S. Stefano in Brolo"
1630-05-13,"Not_plague","S. Vito in Pasquirolo"
1630-05-13,"Not_plague","S. Vittore al Teatro"
1630-05-13,"Plague","S. Babila"
1630-05-13,"Plague","S. Babila"
1630-05-13,"Plague","S. Giovanni alle Quattro Facce"
1630-05-13,"Plague","S. Martino al Corpo"
1630-05-13,"Plague","S. Nazaro in Brolo"
1630-05-13,"Plague","S. Simpliciano"
1630-05-13,"Plague","S. Stefano in Brolo"
1630-05-13,"Plague","S. Stefano in Brolo"
1630-05-13,"Plague","S. Stefano in Brolo"
1630-05-13,"Plague","S. Stefano in Brolo"
1630-05-14,"Not_plague","S. Bartolomeo"
1630-05-14,"Not_plague","S. Bartolomeo"
1630-05-14,"Not_plague","S. Giorgio al Palazzo"
1630-05-14,"Not_plague","S. Gottardo"
1630-05-14,"Not_plague","S. Gottardo"
1630-05-14,"Not_plague","S. Michele in Metropolitana"
1630-05-14,"Not_plague","S. Protaso ad Monachos"
1630-05-14,"Not_plague","S. Protaso in Campo foris"
1630-05-14,"Not_plague","S. Protaso in Campo foris"
1630-05-14,"Not_plague","S. Stefano in Brolo"
1630-05-14,"Not_plague","S. Stefano in Brolo"
1630-05-14,"Not_plague","S. Stefano in Brolo"
1630-05-14,"Not_plague","S. Stefano in Brolo"
1630-05-14,"Not_plague","S. Stefano in Nosiggia"
1630-05-14,"Plague","S. Babila"
1630-05-14,"Plague","S. Babila"
1630-05-14,"Plague","S. Babila"
1630-05-14,"Plague","S. Babila"
1630-05-14,"Plague","S. Babila"
1630-05-14,"Plague","S. Bartolomeo"
1630-05-14,"Plague","S. Bartolomeo"
1630-05-14,"Plague","S. Calimero"
1630-05-14,"Plague","S. Giorgio"
1630-05-14,"Plague","S. Marcellino"
1630-05-14,"Plague","S. Maria Beltrade"
1630-05-14,"Plague","S. Simpliciano"
1630-05-14,"Plague","S. Simpliciano"
1630-05-14,"Plague","S. Stefano in Brolo"
1630-05-14,"Plague","S. Stefano in Brolo"
1630-05-15,"Not_plague","S. Bartolomeo"
1630-05-15,"Not_plague","S. Bartolomeo"
1630-05-15,"Not_plague","S. Carpoforo"
1630-05-15,"Not_plague","S. Giovanni Laterano"
1630-05-15,"Not_plague","S. Giovanni Laterano"
1630-05-15,"Not_plague","S. Lorenzo"
1630-05-15,"Not_plague","S. Martino al Corpo"
1630-05-15,"Not_plague","S. Protaso in Campo intus"
1630-05-15,"Not_plague","S. Simpliciano"
1630-05-15,"Not_plague","S. Stefano in Brolo"
1630-05-15,"Not_plague","S. Tommaso in Terramara"
1630-05-15,"Not_plague","S. Vito al Carobbio"
1630-05-15,"Plague","S. Babila"
1630-05-15,"Plague","S. Babila"
1630-05-15,"Plague","S. Giovanni Laterano"
1630-05-15,"Plague","S. Pietro in Caminadella"
1630-05-15,"Plague","S. Stefano in Brolo"
1630-05-17,"Not_plague","S. Andrea"
1630-05-17,"Not_plague","S. Bartolomeo"
1630-05-17,"Not_plague","S. Bartolomeo"
1630-05-17,"Not_plague","S. Eufemia"
1630-05-17,"Not_plague","S. Giovanni sul Muro"
1630-05-17,"Not_plague","S. Lorenzo"
1630-05-17,"Not_plague","S. Lorenzo"
1630-05-17,"Not_plague","S. Lorenzo"
1630-05-17,"Not_plague","S. Marcellino"
1630-05-17,"Not_plague","S. Maria Segreta"
1630-05-17,"Not_plague","S. Paolo in Compito"
1630-05-17,"Not_plague","S. Protaso ad Monachos"
1630-05-17,"Not_plague","S. Protaso in Campo foris"
1630-05-17,"Not_plague","S. Simpliciano"
1630-05-17,"Not_plague","S. Simpliciano"
1630-05-17,"Not_plague","S. Simpliciano"
1630-05-17,"Not_plague","S. Simpliciano"
1630-05-17,"Not_plague","S. Stefano in Nosiggia"
1630-05-17,"Not_plague","S. Stefano in Nosiggia"
1630-05-17,"Not_plague","S. Tommaso in Terramara"
1630-05-17,"Plague","S. Bartolomeo"
1630-05-17,"Plague","S. Bartolomeo"
1630-05-17,"Plague","S. Giovanni sul Muro"
1630-05-17,"Plague","S. Michele in Metropolitana"
1630-05-17,"Plague","S. Nazaro in Brolo"
1630-05-17,"Plague","S. Nazaro in Brolo"
1630-05-17,"Plague","S. Nazaro in Brolo"
1630-05-17,"Plague","S. Simpliciano"
1630-05-17,"Plague","S. Simpliciano"
1630-05-17,"Plague","S. Simpliciano"
1630-05-17,"Plague","S. Stefano in Brolo"
1630-05-17,"Plague","S. Stefano in Brolo"
1630-05-17,"Plague","S. Stefano in Brolo"
1630-05-17,"Plague","S. Stefano in Brolo"
1630-05-17,"Plague","S. Stefano in Brolo"
1630-05-17,"Plague","S. Stefano in Brolo"
1630-05-17,"Plague","S. Stefano in Burgundia"
1630-05-17,"Plague","S. Vincenzo"
1630-05-17,"Plague","S. Vincenzo in Prato"
1630-05-17,"Plague",NA
1630-05-18,"Not_plague","S. Babila"
1630-05-18,"Not_plague","S. Babila"
1630-05-18,"Not_plague","S. Babila"
1630-05-18,"Not_plague","S. Carpoforo"
1630-05-18,"Not_plague","S. Carpoforo"
1630-05-18,"Not_plague","S. Eufemia"
1630-05-18,"Not_plague","S. Lorenzo"
1630-05-18,"Not_plague","S. Maria Segreta"
1630-05-18,"Not_plague","S. Protaso in Campo foris"
1630-05-18,"Not_plague","S. Simpliciano"
1630-05-18,"Not_plague","S. Stefano in Burgundia"
1630-05-18,"Not_plague","S. Trinità"
1630-05-18,"Not_plague","S. Vito al Carobbio"
1630-05-18,"Not_plague",NA
1630-05-18,"Plague","S. Babila"
1630-05-18,"Plague","S. Babila"
1630-05-18,"Plague","S. Babila"
1630-05-18,"Plague","S. Bartolomeo"
1630-05-18,"Plague","S. Bartolomeo"
1630-05-18,"Plague","S. Bartolomeo"
1630-05-18,"Plague","S. Bartolomeo"
1630-05-18,"Plague","S. Bartolomeo"
1630-05-18,"Plague","S. Calimero"
1630-05-18,"Plague","S. Carpoforo"
1630-05-18,"Plague","S. Maria Podone"
1630-05-18,"Plague","S. Nazaro in Brolo"
1630-05-18,"Plague","S. Nazaro in Brolo"
1630-05-18,"Plague","S. Nazaro in Brolo"
1630-05-18,"Plague","S. Nazaro in Brolo"
1630-05-18,"Plague","S. Protaso in Campo foris"
1630-05-18,"Plague","S. Protaso in Campo foris"
1630-05-18,"Plague","S. Stefano in Brolo"
1630-05-18,"Plague","S. Stefano in Brolo"
1630-05-19,"Not_plague","S. Bartolomeo"
1630-05-19,"Not_plague","S. Bartolomeo"
1630-05-19,"Not_plague","S. Calimero"
1630-05-19,"Not_plague","S. Carpoforo"
1630-05-19,"Not_plague","S. Carpoforo"
1630-05-19,"Not_plague","S. Carpoforo"
1630-05-19,"Not_plague","S. Eufemia"
1630-05-19,"Not_plague","S. Eusebio"
1630-05-19,"Not_plague","S. Maria Beltrade"
1630-05-19,"Not_plague","S. Protaso in Campo foris"
1630-05-19,"Not_plague","S. Protaso in Campo foris"
1630-05-19,"Not_plague","S. Protaso in Campo intus"
1630-05-19,"Not_plague","S. Simpliciano"
1630-05-19,"Not_plague","S. Simpliciano"
1630-05-19,"Not_plague","S. Stefano in Brolo"
1630-05-19,"Not_plague","S. Stefano in Brolo"
1630-05-19,"Not_plague",NA
1630-05-19,"Plague","S. Andrea"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Babila"
1630-05-19,"Plague","S. Bartolomeo"
1630-05-19,"Plague","S. Calimero"
1630-05-19,"Plague","S. Lorenzo"
1630-05-19,"Plague","S. Lorenzo"
1630-05-19,"Plague","S. Nazaro in Brolo"
1630-05-19,"Plague","S. Nazaro in Brolo"
1630-05-19,"Plague","S. Nazaro in Brolo"
1630-05-19,"Plague","S. Pietro in Campo Lodigiano"
1630-05-19,"Plague","S. Pietro in Campo Lodigiano"
1630-05-19,"Plague","S. Stefano in Brolo"
1630-05-19,"Plague","S. Stefano in Brolo"
1630-05-20,"Not_plague","S. Giorgio al Palazzo"
1630-05-20,"Not_plague","S. Giovanni Laterano"
1630-05-20,"Not_plague","S. Lorenzo"
1630-05-20,"Not_plague","S. Maria alla Porta"
1630-05-20,"Not_plague","S. Nazaro in Brolo"
1630-05-20,"Not_plague","S. Pietro con la Rete"
1630-05-20,"Not_plague","S. Pietro in Campo Lodigiano"
1630-05-20,"Not_plague","S. Protaso in Campo foris"
1630-05-20,"Not_plague","S. Satiro"
1630-05-20,"Not_plague","S. Sebastiano"
1630-05-20,"Not_plague","S. Simpliciano"
1630-05-20,"Not_plague","S. Stefano in Brolo"
1630-05-20,"Not_plague","S. Trinità"
1630-05-20,"Plague","S. Babila"
1630-05-20,"Plague","S. Babila"
1630-05-20,"Plague","S. Babila"
1630-05-20,"Plague","S. Eufemia"
1630-05-20,"Plague","S. Lorenzo"
1630-05-20,"Plague","S. Nazaro in Brolo"
1630-05-20,"Plague","S. Simpliciano"
1630-05-20,"Plague","S. Stefano in Brolo"
1630-05-20,"Plague","S. Stefano in Brolo"
1630-05-20,"Plague","S. Stefano in Brolo"
1630-05-20,"Plague","S. Stefano in Burgundia"
1630-05-21,"Not_plague","S. Calimero"
1630-05-21,"Not_plague","S. Calimero"
1630-05-21,"Not_plague","S. Eufemia"
1630-05-21,"Not_plague","S. Eusebio"
1630-05-21,"Not_plague","S. Giovanni Laterano"
1630-05-21,"Not_plague","S. Lorenzo"
1630-05-21,"Not_plague","S. Lorenzo"
1630-05-21,"Not_plague","S. Maria al Circo"
1630-05-21,"Not_plague","S. Maria alla Porta"
1630-05-21,"Not_plague","S. Maria della Passerella"
1630-05-21,"Not_plague","S. Pietro con la Rete"
1630-05-21,"Not_plague","S. Pietro in Campo Lodigiano"
1630-05-21,"Not_plague","S. Pietro in Sala"
1630-05-21,"Not_plague","S. Protaso in Campo foris"
1630-05-21,"Not_plague","S. Protaso in Campo foris"
1630-05-21,"Not_plague","S. Protaso in Campo foris"
1630-05-21,"Not_plague","S. Simpliciano"
1630-05-21,"Not_plague","S. Stefano in Brolo"
1630-05-21,"Not_plague","S. Stefano in Brolo"
1630-05-21,"Not_plague","S. Stefano in Brolo"
1630-05-21,"Not_plague","S. Stefano in Burgundia"
1630-05-21,"Not_plague","S. Vincenzo in Prato"
1630-05-21,"Not_plague","S. Vittore al Teatro"
1630-05-21,"Plague","S. Babila"
1630-05-21,"Plague","S. Babila"
1630-05-21,"Plague","S. Babila"
1630-05-21,"Plague","S. Babila"
1630-05-21,"Plague","S. Bartolomeo"
1630-05-21,"Plague","S. Giovanni Laterano"
1630-05-21,"Plague","S. Maria alla Porta"
1630-05-21,"Plague","S. Maria della Passerella"
1630-05-21,"Plague","S. Nazaro in Brolo"
1630-05-21,"Plague","S. Pietro con la Rete"
1630-05-21,"Plague","S. Pietro in Caminadella"
1630-05-21,"Plague","S. Protaso in Campo foris"
1630-05-21,"Plague","S. Protaso in Campo foris"
1630-05-21,"Plague","S. Vincenzo in Prato"
1630-05-22,"Not_plague","S. Andrea"
1630-05-22,"Not_plague","S. Babila"
1630-05-22,"Not_plague","S. Babila"
1630-05-22,"Not_plague","S. Bartolomeo"
1630-05-22,"Not_plague","S. Bartolomeo"
1630-05-22,"Not_plague","S. Calimero"
1630-05-22,"Not_plague","S. Eufemia"
1630-05-22,"Not_plague","S. Eusebio"
1630-05-22,"Not_plague","S. Maria di Calvairate"
1630-05-22,"Not_plague","S. Maria Podone"
1630-05-22,"Not_plague","S. Mattia alla Moneta"
1630-05-22,"Not_plague","S. Nazaro in Brolo"
1630-05-22,"Not_plague","S. Protaso in Campo foris"
1630-05-22,"Not_plague","S. Protaso in Campo foris"
1630-05-22,"Not_plague","S. Salvatore"
1630-05-22,"Not_plague","S. Simpliciano"
1630-05-22,"Not_plague","S. Stefano in Brolo"
1630-05-22,"Not_plague","S. Stefano in Brolo"
1630-05-22,"Not_plague","S. Tommaso in Terramara"
1630-05-22,"Not_plague",NA
1630-05-22,"Plague","S. Babila"
1630-05-22,"Plague","S. Babila"
1630-05-22,"Plague","S. Babila"
1630-05-22,"Plague","S. Bartolomeo"
1630-05-22,"Plague","S. Bartolomeo"
1630-05-22,"Plague","S. Bartolomeo"
1630-05-22,"Plague","S. Bartolomeo"
