"Date","Death_cause","Parish","count"
"1630-04-27","Plague","S. Stefano in Burgundia",1
"1630-04-27","Plague",NA,1
"1630-04-28","Not_plague","S. Babila",2
"1630-04-28","Not_plague","S. Bartolomeo",1
"1630-04-28","Not_plague","S. Calimero",2
"1630-04-28","Not_plague","S. Carpoforo",1
"1630-04-28","Not_plague","S. Gottardo",1
"1630-04-28","Not_plague","S. Maria al Circo",1
"1630-04-28","Not_plague","S. Pietro con la Rete",1
"1630-04-28","Not_plague","S. Tecla",2
"1630-04-28","Not_plague","S. Vito al Carobbio",1
"1630-04-28","Not_plague","S. Vito in Pasquirolo",1
"1630-04-28","Plague","S. Babila",3
"1630-04-28","Plague","S. Protaso",1
"1630-04-28","Plague","S. Protaso in Campo foris",1
"1630-04-29","Not_plague","S. Ambrogio in Solariolo",1
"1630-04-29","Not_plague","S. Babila",4
"1630-04-29","Not_plague","S. Bartolomeo",5
"1630-04-29","Not_plague","S. Eufemia",2
"1630-04-29","Not_plague","S. Eusebio",1
"1630-04-29","Not_plague","S. Gottardo",1
"1630-04-29","Not_plague","S. Lorenzo",1
"1630-04-29","Not_plague","S. Nicolao",1
"1630-04-29","Not_plague","S. Protaso in Campo foris",1
"1630-04-29","Not_plague","S. Raffaele",1
"1630-04-29","Not_plague","S. Sebastiano",1
"1630-04-29","Not_plague","S. Simpliciano",3
"1630-04-29","Not_plague","S. Sisto",1
"1630-04-29","Not_plague","S. Vittore al Teatro",1
"1630-04-29","Plague","S. Protaso in Campo foris",1
"1630-04-29","Plague","S. Stefano in Brolo",3
"1630-04-29","Plague","S. Vito in Pasquirolo",1
"1630-04-29","Plague",NA,1
"1630-04-30","Not_plague","S. Babila",2
"1630-04-30","Not_plague","S. Carpoforo",1
"1630-04-30","Not_plague","S. Giovanni Laterano",1
"1630-04-30","Not_plague","S. Lorenzo",3
"1630-04-30","Not_plague","S. Maria Beltrade",1
"1630-04-30","Not_plague","S. Mattia alla Moneta",1
"1630-04-30","Not_plague","S. Nazaro in Brolo",1
"1630-04-30","Not_plague","S. Pietro in Campo Lodigiano",1
"1630-04-30","Not_plague","S. Protaso in Campo foris",3
"1630-04-30","Not_plague","S. Protaso in Campo intus",1
"1630-04-30","Not_plague","S. Raffaele",1
"1630-04-30","Not_plague","S. Simpliciano",2
"1630-04-30","Not_plague","S. Stefano in Brolo",2
"1630-04-30","Plague","S. Andrea",1
"1630-04-30","Plague","S. Babila",8
"1630-04-30","Plague","S. Stefano in Brolo",3
"1630-05-01","Not_plague","S. Babila",4
"1630-05-01","Not_plague","S. Bartolomeo",4
"1630-05-01","Not_plague","S. Giorgio al Palazzo",1
"1630-05-01","Not_plague","S. Giovanni in Conca",1
"1630-05-01","Not_plague","S. Lorenzo",1
"1630-05-01","Not_plague","S. Maria alla Porta",1
"1630-05-01","Not_plague","S. Maria della Passerella",1
"1630-05-01","Not_plague","S. Protaso in Campo foris",2
"1630-05-01","Not_plague","S. Salvatore",1
"1630-05-01","Not_plague","S. Simpliciano",1
"1630-05-01","Not_plague","S. Tommaso in Terramara",1
"1630-05-01","Not_plague","S. Vincenzo in Prato",1
"1630-05-01","Plague","S. Andrea",1
"1630-05-01","Plague","S. Babila",6
"1630-05-01","Plague","S. Protaso ad Monachos",2
"1630-05-01","Plague","S. Stefano in Brolo",1
"1630-05-02","Not_plague","S. Babila",3
"1630-05-02","Not_plague","S. Eufemia",1
"1630-05-02","Not_plague","S. Giorgio al Palazzo",1
"1630-05-02","Not_plague","S. Lorenzo",2
"1630-05-02","Not_plague","S. Maria alla Porta",2
"1630-05-02","Not_plague","S. Maria della Passerella",1
"1630-05-02","Not_plague","S. Martino al Corpo",1
"1630-05-02","Not_plague","S. Nazaro alla Barona",1
"1630-05-02","Plague","S. Babila",4
"1630-05-02","Plague","S. Bartolomeo",2
"1630-05-02","Plague","S. Stefano in Brolo",1
"1630-05-03","Not_plague","S. Babila",1
"1630-05-03","Not_plague","S. Bartolomeo",2
"1630-05-03","Not_plague","S. Eufemia",1
"1630-05-03","Not_plague","S. Giorgio",1
"1630-05-03","Not_plague","S. Lorenzo",1
"1630-05-03","Not_plague","S. Maria di Calvairate",1
"1630-05-03","Not_plague","S. Pietro in Caminadella",2
"1630-05-03","Not_plague","S. Protaso in Campo foris",1
"1630-05-03","Not_plague","S. Tommaso in Terramara",1
"1630-05-03","Plague","S. Babila",3
"1630-05-03","Plague","S. Nazaro in Brolo",1
"1630-05-04","Not_plague","S. Babila",3
"1630-05-04","Not_plague","S. Carpoforo",2
"1630-05-04","Not_plague","S. Eusebio",1
"1630-05-04","Not_plague","S. Maria della Passerella",1
"1630-05-04","Not_plague","S. Nazaro in Brolo",1
"1630-05-04","Not_plague","S. Nicolao",1
"1630-05-04","Not_plague","S. Pietro in Sala",1
"1630-05-04","Not_plague","S. Protaso ad Monachos",1
"1630-05-04","Not_plague","S. Satiro",1
"1630-05-04","Not_plague","S. Simpliciano",1
"1630-05-04","Not_plague","S. Stefano in Brolo",2
"1630-05-04","Plague","S. Babila",8
"1630-05-04","Plague","S. Simpliciano",1
"1630-05-04","Plague","S. Stefano in Brolo",1
"1630-05-04","Plague","S. Stefano in Burgundia",1
"1630-05-05","Not_plague","S. Babila",3
"1630-05-05","Not_plague","S. Carpoforo",1
"1630-05-05","Not_plague","S. Eufemia",1
"1630-05-05","Not_plague","S. Gottardo",2
"1630-05-05","Not_plague","S. Michele al Gallo",1
"1630-05-05","Not_plague","S. Nazaro in Brolo",1
"1630-05-05","Not_plague","S. Pietro in Caminadella",1
"1630-05-05","Not_plague","S. Rocco",1
"1630-05-05","Not_plague","S. Stefano in Brolo",1
"1630-05-05","Not_plague","S. Vincenzo in Prato",1
"1630-05-05","Not_plague","S. Vittore al Teatro",1
"1630-05-05","Plague","S. Babila",4
"1630-05-05","Plague","S. Bartolomeo",1
"1630-05-05","Plague","S. Lorenzo",1
"1630-05-05","Plague","S. Marcellino",1
"1630-05-05","Plague","S. Maria della Passerella",1
"1630-05-05","Plague","S. Stefano in Brolo",1
"1630-05-06","Not_plague","S. Babila",2
"1630-05-06","Not_plague","S. Bartolomeo",2
"1630-05-06","Not_plague","S. Calimero",1
"1630-05-06","Not_plague","S. Carpoforo",1
"1630-05-06","Not_plague","S. Cosma e Damiano",1
"1630-05-06","Not_plague","S. Lorenzo",2
"1630-05-06","Not_plague","S. Maria Beltrade",1
"1630-05-06","Not_plague","S. Michele al Gallo",2
"1630-05-06","Not_plague","S. Nazaro in Brolo",1
"1630-05-06","Not_plague","S. Protaso in Campo foris",1
"1630-05-06","Not_plague","S. Simpliciano",1
"1630-05-06","Not_plague","S. Stefano in Brolo",1
"1630-05-06","Not_plague","S. Stefano in Nosiggia",1
"1630-05-06","Not_plague","S. Tecla",2
"1630-05-06","Not_plague","S. Tommaso in Terramara",2
"1630-05-06","Not_plague","S. Vittore al Teatro",1
"1630-05-06","Plague","S. Babila",9
"1630-05-06","Plague","S. Maria della Passerella",1
"1630-05-06","Plague","S. Pietro in Caminadella",2
"1630-05-06","Plague","S. Protaso in Campo foris",1
"1630-05-06","Plague","S. Stefano in Brolo",2
"1630-05-06","Plague","S. Stefano in Nosiggia",1
"1630-05-06","Plague","S. Vito in Pasquirolo",1
"1630-05-07","Not_plague","S. Babila",1
"1630-05-07","Not_plague","S. Bartolomeo",1
"1630-05-07","Not_plague","S. Gottardo",1
"1630-05-07","Not_plague","S. Lorenzo",1
"1630-05-07","Not_plague","S. Maria Beltrade",1
"1630-05-07","Not_plague","S. Maria Podone",1
"1630-05-07","Not_plague","S. Maria Segreta",1
"1630-05-07","Not_plague","S. Pietro con la Rete",1
"1630-05-07","Not_plague","S. Simpliciano",1
"1630-05-07","Not_plague","S. Tecla",2
"1630-05-07","Not_plague","S. Tommaso in Terramara",1
"1630-05-07","Plague","S. Babila",8
"1630-05-07","Plague","S. Bartolomeo",1
"1630-05-07","Plague","S. Maria della Passerella",1
"1630-05-07","Plague","S. Stefano in Brolo",1
"1630-05-08","Not_plague","S. Cosma e Damiano",1
"1630-05-08","Not_plague","S. Lorenzo",1
"1630-05-08","Not_plague","S. Nazaro in Brolo",1
"1630-05-08","Not_plague","S. Pietro con la Rete",1
"1630-05-08","Not_plague","S. Protaso ad Monachos",1
"1630-05-08","Not_plague","S. Satiro",2
"1630-05-08","Not_plague","S. Simpliciano",1
"1630-05-08","Not_plague","S. Stefano in Brolo",1
"1630-05-08","Not_plague","S. Stefano in Nosiggia",1
"1630-05-08","Not_plague",NA,1
"1630-05-08","Plague","S. Babila",5
"1630-05-08","Plague","S. Carpoforo",1
"1630-05-08","Plague","S. Maria al Circo",2
"1630-05-08","Plague","S. Stefano in Brolo",3
"1630-05-08","Plague","S. Vincenzo in Prato",1
"1630-05-09","Not_plague","S. Babila",2
"1630-05-09","Not_plague","S. Bartolomeo",1
"1630-05-09","Not_plague","S. Gottardo",1
"1630-05-09","Not_plague","S. Maria Segreta",1
"1630-05-09","Not_plague","S. Simpliciano",2
"1630-05-09","Not_plague","S. Stefano in Brolo",2
"1630-05-09","Plague","S. Babila",4
"1630-05-09","Plague","S. Calimero",1
"1630-05-09","Plague","S. Pietro in Caminadella",1
"1630-05-09","Plague","S. Stefano in Brolo",2
"1630-05-09","Plague","S. Tommaso in Terramara",1
"1630-05-10","Not_plague","S. Babila",2
"1630-05-10","Not_plague","S. Bartolomeo",3
"1630-05-10","Not_plague","S. Eufemia",1
"1630-05-10","Not_plague","S. Lorenzo",3
"1630-05-10","Not_plague","S. Marcellino",2
"1630-05-10","Not_plague","S. Maria Beltrade",1
"1630-05-10","Not_plague","S. Protaso in Campo foris",1
"1630-05-10","Not_plague","S. Rocco",1
"1630-05-10","Not_plague","S. Satiro",1
"1630-05-10","Not_plague","S. Sebastiano",1
"1630-05-10","Not_plague","S. Simpliciano",5
"1630-05-10","Not_plague","S. Sisto",1
"1630-05-10","Not_plague","S. Stefano in Brolo",2
"1630-05-10","Not_plague","S. Tecla",2
"1630-05-10","Not_plague","S. Vincenzo in Prato",1
"1630-05-10","Not_plague","S. Vittore al Teatro",1
"1630-05-10","Plague","S. Babila",10
"1630-05-10","Plague","S. Bartolomeo",3
"1630-05-10","Plague","S. Gottardo",2
"1630-05-10","Plague","S. Lorenzo",1
"1630-05-10","Plague","S. Maria alla Porta",1
"1630-05-10","Plague","S. Nazaro in Brolo",1
"1630-05-10","Plague","S. Pietro con la Rete",3
"1630-05-10","Plague","S. Protaso in Campo foris",1
"1630-05-10","Plague","S. Sebastiano",1
"1630-05-10","Plague","S. Simpliciano",3
"1630-05-10","Plague","S. Stefano in Brolo",3
"1630-05-11","Not_plague","S. Bartolomeo",1
"1630-05-11","Not_plague","S. Giorgio al Palazzo",1
"1630-05-11","Not_plague","S. Gottardo",2
"1630-05-11","Not_plague","S. Lorenzo",2
"1630-05-11","Not_plague","S. Marcellino",2
"1630-05-11","Not_plague","S. Maria alla Porta",1
"1630-05-11","Not_plague","S. Pietro alla Vigna",1
"1630-05-11","Not_plague","S. Primo",1
"1630-05-11","Not_plague","S. Rocco",2
"1630-05-11","Not_plague","S. Satiro",1
"1630-05-11","Not_plague","S. Simpliciano",6
"1630-05-11","Not_plague","S. Stefano in Brolo",1
"1630-05-11","Not_plague","S. Vincenzo in Prato",1
"1630-05-11","Plague","S. Babila",4
"1630-05-11","Plague","S. Protaso",1
"1630-05-11","Plague","S. Simpliciano",1
"1630-05-11","Plague","S. Stefano in Brolo",3
"1630-05-11","Plague","S. Tommaso in Terramara",1
"1630-05-12","Not_plague","S. Andrea",2
"1630-05-12","Not_plague","S. Giorgio",2
"1630-05-12","Not_plague","S. Giovanni sul Muro",1
"1630-05-12","Not_plague","S. Gottardo",1
"1630-05-12","Not_plague","S. Lorenzo",1
"1630-05-12","Not_plague","S. Maria alla Porta",1
"1630-05-12","Not_plague","S. Maria Beltrade",1
"1630-05-12","Not_plague","S. Nazaro in Brolo",1
"1630-05-12","Not_plague","S. Pietro alla Vigna",1
"1630-05-12","Not_plague","S. Stefano in Brolo",2
"1630-05-12","Not_plague","S. Vito al Carobbio",1
"1630-05-12","Plague","S. Bartolomeo",2
"1630-05-12","Plague","S. Maria alla Porta",2
"1630-05-12","Plague","S. Nazaro in Brolo",1
"1630-05-12","Plague","S. Pietro in Caminadella",1
"1630-05-12","Plague","S. Protaso in Campo foris",5
"1630-05-12","Plague","S. Satiro",1
"1630-05-12","Plague","S. Simpliciano",1
"1630-05-12","Plague","S. Stefano in Brolo",4
"1630-05-13","Not_plague","S. Babila",2
"1630-05-13","Not_plague","S. Carpoforo",1
"1630-05-13","Not_plague","S. Donnino alla Mazza",1
"1630-05-13","Not_plague","S. Giorgio al Palazzo",1
"1630-05-13","Not_plague","S. Gottardo",1
"1630-05-13","Not_plague","S. Maria alla Porta",2
"1630-05-13","Not_plague","S. Martino al Corpo",3
"1630-05-13","Not_plague","S. Nazaro in Brolo",1
"1630-05-13","Not_plague","S. Pietro in Sala",2
"1630-05-13","Not_plague","S. Protaso in Campo foris",1
"1630-05-13","Not_plague","S. Simpliciano",2
"1630-05-13","Not_plague","S. Stefano in Brolo",4
"1630-05-13","Not_plague","S. Vito in Pasquirolo",1
"1630-05-13","Not_plague","S. Vittore al Teatro",1
"1630-05-13","Plague","S. Babila",2
"1630-05-13","Plague","S. Giovanni alle Quattro Facce",1
"1630-05-13","Plague","S. Martino al Corpo",1
"1630-05-13","Plague","S. Nazaro in Brolo",1
"1630-05-13","Plague","S. Simpliciano",1
"1630-05-13","Plague","S. Stefano in Brolo",4
"1630-05-14","Not_plague","S. Bartolomeo",2
"1630-05-14","Not_plague","S. Giorgio al Palazzo",1
"1630-05-14","Not_plague","S. Gottardo",2
"1630-05-14","Not_plague","S. Michele in Metropolitana",1
"1630-05-14","Not_plague","S. Protaso ad Monachos",1
"1630-05-14","Not_plague","S. Protaso in Campo foris",2
"1630-05-14","Not_plague","S. Stefano in Brolo",4
"1630-05-14","Not_plague","S. Stefano in Nosiggia",1
"1630-05-14","Plague","S. Babila",5
"1630-05-14","Plague","S. Bartolomeo",2
"1630-05-14","Plague","S. Calimero",1
"1630-05-14","Plague","S. Giorgio",1
"1630-05-14","Plague","S. Marcellino",1
"1630-05-14","Plague","S. Maria Beltrade",1
"1630-05-14","Plague","S. Simpliciano",2
"1630-05-14","Plague","S. Stefano in Brolo",2
"1630-05-15","Not_plague","S. Bartolomeo",2
"1630-05-15","Not_plague","S. Carpoforo",1
"1630-05-15","Not_plague","S. Giovanni Laterano",2
"1630-05-15","Not_plague","S. Lorenzo",1
"1630-05-15","Not_plague","S. Martino al Corpo",1
"1630-05-15","Not_plague","S. Protaso in Campo intus",1
"1630-05-15","Not_plague","S. Simpliciano",1
"1630-05-15","Not_plague","S. Stefano in Brolo",1
"1630-05-15","Not_plague","S. Tommaso in Terramara",1
"1630-05-15","Not_plague","S. Vito al Carobbio",1
"1630-05-15","Plague","S. Babila",2
"1630-05-15","Plague","S. Giovanni Laterano",1
"1630-05-15","Plague","S. Pietro in Caminadella",1
"1630-05-15","Plague","S. Stefano in Brolo",1
"1630-05-17","Not_plague","S. Andrea",1
"1630-05-17","Not_plague","S. Bartolomeo",2
"1630-05-17","Not_plague","S. Eufemia",1
"1630-05-17","Not_plague","S. Giovanni sul Muro",1
"1630-05-17","Not_plague","S. Lorenzo",3
"1630-05-17","Not_plague","S. Marcellino",1
"1630-05-17","Not_plague","S. Maria Segreta",1
"1630-05-17","Not_plague","S. Paolo in Compito",1
"1630-05-17","Not_plague","S. Protaso ad Monachos",1
"1630-05-17","Not_plague","S. Protaso in Campo foris",1
"1630-05-17","Not_plague","S. Simpliciano",4
"1630-05-17","Not_plague","S. Stefano in Nosiggia",2
"1630-05-17","Not_plague","S. Tommaso in Terramara",1
"1630-05-17","Plague","S. Bartolomeo",2
"1630-05-17","Plague","S. Giovanni sul Muro",1
"1630-05-17","Plague","S. Michele in Metropolitana",1
"1630-05-17","Plague","S. Nazaro in Brolo",3
"1630-05-17","Plague","S. Simpliciano",3
"1630-05-17","Plague","S. Stefano in Brolo",6
"1630-05-17","Plague","S. Stefano in Burgundia",1
"1630-05-17","Plague","S. Vincenzo",1
"1630-05-17","Plague","S. Vincenzo in Prato",1
"1630-05-17","Plague",NA,1
"1630-05-18","Not_plague","S. Babila",3
"1630-05-18","Not_plague","S. Carpoforo",2
"1630-05-18","Not_plague","S. Eufemia",1
"1630-05-18","Not_plague","S. Lorenzo",1
"1630-05-18","Not_plague","S. Maria Segreta",1
"1630-05-18","Not_plague","S. Protaso in Campo foris",1
"1630-05-18","Not_plague","S. Simpliciano",1
"1630-05-18","Not_plague","S. Stefano in Burgundia",1
"1630-05-18","Not_plague","S. Trinità",1
"1630-05-18","Not_plague","S. Vito al Carobbio",1
"1630-05-18","Not_plague",NA,1
"1630-05-18","Plague","S. Babila",3
"1630-05-18","Plague","S. Bartolomeo",5
"1630-05-18","Plague","S. Calimero",1
"1630-05-18","Plague","S. Carpoforo",1
"1630-05-18","Plague","S. Maria Podone",1
"1630-05-18","Plague","S. Nazaro in Brolo",4
"1630-05-18","Plague","S. Protaso in Campo foris",2
"1630-05-18","Plague","S. Stefano in Brolo",2
"1630-05-19","Not_plague","S. Bartolomeo",2
"1630-05-19","Not_plague","S. Calimero",1
"1630-05-19","Not_plague","S. Carpoforo",3
"1630-05-19","Not_plague","S. Eufemia",1
"1630-05-19","Not_plague","S. Eusebio",1
"1630-05-19","Not_plague","S. Maria Beltrade",1
"1630-05-19","Not_plague","S. Protaso in Campo foris",2
"1630-05-19","Not_plague","S. Protaso in Campo intus",1
"1630-05-19","Not_plague","S. Simpliciano",2
"1630-05-19","Not_plague","S. Stefano in Brolo",2
"1630-05-19","Not_plague",NA,1
"1630-05-19","Plague","S. Andrea",1
"1630-05-19","Plague","S. Babila",10
"1630-05-19","Plague","S. Bartolomeo",1
"1630-05-19","Plague","S. Calimero",1
"1630-05-19","Plague","S. Lorenzo",2
"1630-05-19","Plague","S. Nazaro in Brolo",3
"1630-05-19","Plague","S. Pietro in Campo Lodigiano",2
"1630-05-19","Plague","S. Stefano in Brolo",2
"1630-05-20","Not_plague","S. Giorgio al Palazzo",1
"1630-05-20","Not_plague","S. Giovanni Laterano",1
"1630-05-20","Not_plague","S. Lorenzo",1
"1630-05-20","Not_plague","S. Maria alla Porta",1
"1630-05-20","Not_plague","S. Nazaro in Brolo",1
"1630-05-20","Not_plague","S. Pietro con la Rete",1
"1630-05-20","Not_plague","S. Pietro in Campo Lodigiano",1
"1630-05-20","Not_plague","S. Protaso in Campo foris",1
"1630-05-20","Not_plague","S. Satiro",1
"1630-05-20","Not_plague","S. Sebastiano",1
"1630-05-20","Not_plague","S. Simpliciano",1
"1630-05-20","Not_plague","S. Stefano in Brolo",1
"1630-05-20","Not_plague","S. Trinità",1
"1630-05-20","Plague","S. Babila",3
"1630-05-20","Plague","S. Eufemia",1
"1630-05-20","Plague","S. Lorenzo",1
"1630-05-20","Plague","S. Nazaro in Brolo",1
"1630-05-20","Plague","S. Simpliciano",1
"1630-05-20","Plague","S. Stefano in Brolo",3
"1630-05-20","Plague","S. Stefano in Burgundia",1
"1630-05-21","Not_plague","S. Calimero",2
"1630-05-21","Not_plague","S. Eufemia",1
"1630-05-21","Not_plague","S. Eusebio",1
"1630-05-21","Not_plague","S. Giovanni Laterano",1
"1630-05-21","Not_plague","S. Lorenzo",2
"1630-05-21","Not_plague","S. Maria al Circo",1
"1630-05-21","Not_plague","S. Maria alla Porta",1
"1630-05-21","Not_plague","S. Maria della Passerella",1
"1630-05-21","Not_plague","S. Pietro con la Rete",1
"1630-05-21","Not_plague","S. Pietro in Campo Lodigiano",1
"1630-05-21","Not_plague","S. Pietro in Sala",1
"1630-05-21","Not_plague","S. Protaso in Campo foris",3
"1630-05-21","Not_plague","S. Simpliciano",1
"1630-05-21","Not_plague","S. Stefano in Brolo",3
"1630-05-21","Not_plague","S. Stefano in Burgundia",1
"1630-05-21","Not_plague","S. Vincenzo in Prato",1
"1630-05-21","Not_plague","S. Vittore al Teatro",1
"1630-05-21","Plague","S. Babila",4
"1630-05-21","Plague","S. Bartolomeo",1
"1630-05-21","Plague","S. Giovanni Laterano",1
"1630-05-21","Plague","S. Maria alla Porta",1
"1630-05-21","Plague","S. Maria della Passerella",1
"1630-05-21","Plague","S. Nazaro in Brolo",1
"1630-05-21","Plague","S. Pietro con la Rete",1
"1630-05-21","Plague","S. Pietro in Caminadella",1
"1630-05-21","Plague","S. Protaso in Campo foris",2
"1630-05-21","Plague","S. Vincenzo in Prato",1
"1630-05-22","Not_plague","S. Andrea",1
"1630-05-22","Not_plague","S. Babila",2
"1630-05-22","Not_plague","S. Bartolomeo",2
"1630-05-22","Not_plague","S. Calimero",1
"1630-05-22","Not_plague","S. Eufemia",1
"1630-05-22","Not_plague","S. Eusebio",1
"1630-05-22","Not_plague","S. Maria di Calvairate",1
"1630-05-22","Not_plague","S. Maria Podone",1
"1630-05-22","Not_plague","S. Mattia alla Moneta",1
"1630-05-22","Not_plague","S. Nazaro in Brolo",1
"1630-05-22","Not_plague","S. Protaso in Campo foris",2
"1630-05-22","Not_plague","S. Salvatore",1
"1630-05-22","Not_plague","S. Simpliciano",1
"1630-05-22","Not_plague","S. Stefano in Brolo",2
"1630-05-22","Not_plague","S. Tommaso in Terramara",1
"1630-05-22","Not_plague",NA,1
"1630-05-22","Plague","S. Babila",3
"1630-05-22","Plague","S. Bartolomeo",5
"1630-05-22","Plague","S. Carpoforo",3
"1630-05-22","Plague","S. Lorenzo",1
"1630-05-22","Plague","S. Protaso in Campo foris",2
"1630-05-22","Plague","S. Satiro",1
"1630-05-22","Plague","S. Simpliciano",2
"1630-05-22","Plague","S. Stefano in Brolo",1
"1630-05-23","Not_plague","S. Babila",1
"1630-05-23","Not_plague","S. Carpoforo",1
"1630-05-23","Not_plague","S. Cosma e Damiano",1
"1630-05-23","Not_plague","S. Eufemia",1
"1630-05-23","Not_plague","S. Gottardo",1
"1630-05-23","Not_plague","S. Nazaro in Brolo",1
"1630-05-23","Not_plague","S. Pietro in Sala",2
"1630-05-23","Not_plague","S. Rocco",1
"1630-05-23","Not_plague","S. Sisto",1
"1630-05-23","Not_plague","S. Stefano in Brolo",1
"1630-05-23","Not_plague","S. Tommaso in Terramara",1
"1630-05-23","Plague","S. Babila",2
"1630-05-23","Plague","S. Bartolomeo",2
"1630-05-23","Plague","S. Carpoforo",1
"1630-05-23","Plague","S. Gottardo",2
"1630-05-23","Plague","S. Maria alla Porta",1
"1630-05-23","Plague","S. Maria della Passerella",1
"1630-05-23","Plague","S. Protaso in Campo foris",1
"1630-05-23","Plague","S. Simpliciano",1
"1630-05-24","Not_plague","S. Babila",2
"1630-05-24","Not_plague","S. Bartolomeo",1
"1630-05-24","Not_plague","S. Maria alla Porta",1
"1630-05-24","Not_plague","S. Michele al Gallo",1
"1630-05-24","Not_plague","S. Nazaro in Brolo",1
"1630-05-24","Not_plague","S. Pietro sul Dosso",1
"1630-05-24","Not_plague","S. Protaso",1
"1630-05-24","Not_plague","S. Raffaele",1
"1630-05-24","Not_plague","S. Stefano in Brolo",3
"1630-05-24","Plague","S. Andrea",1
"1630-05-24","Plague","S. Babila",2
"1630-05-24","Plague","S. Bartolomeo",1
"1630-05-24","Plague","S. Giovanni Laterano",1
"1630-05-24","Plague","S. Satiro",1
"1630-05-24","Plague","S. Stefano in Brolo",2
"1630-05-24","Plague","S. Vittore al Teatro",1
"1630-05-25","Not_plague","S. Babila",1
"1630-05-25","Not_plague","S. Bartolomeo",1
"1630-05-25","Not_plague","S. Giovanni Laterano",1
"1630-05-25","Not_plague","S. Gottardo",1
"1630-05-25","Not_plague","S. Lorenzo",2
"1630-05-25","Not_plague","S. Maria Beltrade",2
"1630-05-25","Not_plague","S. Nazaro in Brolo",1
"1630-05-25","Not_plague","S. Pietro in Campo Lodigiano",1
"1630-05-25","Not_plague","S. Stefano in Brolo",3
"1630-05-25","Not_plague","S. Vito in Pasquirolo",1
"1630-05-25","Plague","S. Babila",4
"1630-05-25","Plague","S. Bartolomeo",1
"1630-05-25","Plague","S. Maria alla Porta",4
"1630-05-25","Plague","S. Michele in Metropolitana",2
"1630-05-25","Plague","S. Satiro",3
"1630-05-25","Plague","S. Stefano in Brolo",2
"1630-05-25","Plague","S. Tommaso in Terramara",1
"1630-05-25","Plague",NA,1
"1630-05-26","Not_plague","S. Babila",1
"1630-05-26","Not_plague","S. Giorgio al Pozzo Bianco",1
"1630-05-26","Not_plague","S. Giovanni sul Muro",2
"1630-05-26","Not_plague","S. Marcellino",1
"1630-05-26","Not_plague","S. Mattia alla Moneta",1
"1630-05-26","Not_plague","S. Stefano in Brolo",1
"1630-05-26","Not_plague","S. Vittore al Teatro",1
"1630-05-26","Plague","S. Calimero",1
"1630-05-26","Plague","S. Cosma e Damiano",1
"1630-05-26","Plague","S. Giovanni sul Muro",2
"1630-05-26","Plague","S. Maria Podone",1
"1630-05-26","Plague","S. Michele al Gallo",1
"1630-05-26","Plague","S. Nazaro in Brolo",1
"1630-05-26","Plague","S. Paolo in Compito",1
"1630-05-26","Plague","S. Protaso in Campo foris",2
"1630-05-26","Plague","S. Raffaele",1
"1630-05-26","Plague","S. Satiro",1
"1630-05-26","Plague","S. Tecla",1
"1630-05-26","Plague","S. Vittore al Teatro",1
"1630-05-26","Plague",NA,12
"1630-05-27","Not_plague","S. Bartolomeo",1
"1630-05-27","Not_plague","S. Carpoforo",1
"1630-05-27","Not_plague","S. Giovanni Laterano",1
"1630-05-27","Not_plague","S. Lorenzo",1
"1630-05-27","Not_plague","S. Maria Beltrade",1
"1630-05-27","Not_plague","S. Maria Segreta",2
"1630-05-27","Not_plague","S. Pietro in Campo Lodigiano",1
"1630-05-27","Not_plague","S. Protaso",1
"1630-05-27","Not_plague","S. Simpliciano",1
"1630-05-27","Not_plague","S. Stefano in Brolo",1
"1630-05-27","Not_plague","S. Tecla",2
"1630-05-27","Not_plague","S. Tommaso in Terramara",1
"1630-05-27","Not_plague","S. Vittore al Teatro",1
"1630-05-27","Not_plague",NA,4
"1630-05-27","Plague","S. Babila",2
"1630-05-27","Plague","S. Bartolomeo",3
"1630-05-27","Plague","S. Lorenzo",1
"1630-05-27","Plague","S. Protaso ad Monachos",4
"1630-05-27","Plague","S. Protaso in Campo foris",1
"1630-05-27","Plague","S. Satiro",1
"1630-05-27","Plague","S. Stefano in Brolo",1
"1630-05-27","Plague","S. Stefano in Nosiggia",1
"1630-05-27","Plague",NA,3
"1630-05-28","Not_plague","S. Bartolomeo",1
"1630-05-28","Not_plague","S. Maria Beltrade",1
"1630-05-28","Not_plague","S. Nazaro in Brolo",1
"1630-05-28","Plague","S. Babila",4
"1630-05-28","Plague","S. Cosma e Damiano",2
"1630-05-28","Plague","S. Michele in Metropolitana",1
"1630-05-28","Plague","S. Nazaro in Brolo",1
"1630-05-28","Plague","S. Protaso ad Monachos",3
"1630-05-28","Plague","S. Protaso in Campo foris",5
"1630-05-28","Plague","S. Stefano in Brolo",3
"1630-05-28","Plague",NA,1
"1630-05-29","Not_plague","S. Babila",1
"1630-05-29","Not_plague","S. Bartolomeo",2
"1630-05-29","Not_plague","S. Calimero",1
"1630-05-29","Not_plague","S. Giovanni Laterano",1
"1630-05-29","Not_plague","S. Giovanni sul Muro",1
"1630-05-29","Not_plague","S. Lorenzo",1
"1630-05-29","Not_plague","S. Michele al Gallo",1
"1630-05-29","Not_plague","S. Raffaele",1
"1630-05-29","Not_plague","S. Vito in Pasquirolo",1
"1630-05-29","Plague","S. Babila",1
"1630-05-29","Plague","S. Bartolomeo",1
"1630-05-29","Plague","S. Giovanni alle Quattro Facce",1
"1630-05-29","Plague","S. Giovanni sul Muro",2
